,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
84,2020-11-16,532.5358320251563,460.2101023537358,594.7984132665663,532.5358320251563,532.5358320251563,-5.747141642311126,-5.747141642311126,-5.747141642311126,-5.747141642311126,-5.747141642311126,-5.747141642311126,0.0,0.0,0.0,526.7886903828452
85,2020-11-17,536.3652293973294,465.2635132894214,602.4319402620049,536.3652293973294,536.3652293973294,-3.0924933585396484,-3.0924933585396484,-3.0924933585396484,-3.0924933585396484,-3.0924933585396484,-3.0924933585396484,0.0,0.0,0.0,533.2727360387897
86,2020-11-18,540.1946267695024,465.8423087670717,601.6097549008542,540.1946267695024,540.1946267695024,-4.4486245001035405,-4.4486245001035405,-4.4486245001035405,-4.4486245001035405,-4.4486245001035405,-4.4486245001035405,0.0,0.0,0.0,535.7460022693989
87,2020-11-19,544.0240241416755,470.56180670296163,605.1599370963233,544.0240241416755,544.0240241416755,-4.546471507202439,-4.546471507202439,-4.546471507202439,-4.546471507202439,-4.546471507202439,-4.546471507202439,0.0,0.0,0.0,539.477552634473
88,2020-11-20,547.8534215138486,477.35667511046904,615.9801635088879,547.8534215138486,547.8534215138486,-4.196486984222615,-4.196486984222615,-4.196486984222615,-4.196486984222615,-4.196486984222615,-4.196486984222615,0.0,0.0,0.0,543.656934529626
89,2020-11-23,559.3625599194545,488.80006738978454,621.8840451102935,559.3625599194545,559.3625599194545,-5.747141642333,-5.747141642333,-5.747141642333,-5.747141642333,-5.747141642333,-5.747141642333,0.0,0.0,0.0,553.6154182771215
90,2020-11-24,563.1989393879899,492.3928413708535,631.567787782528,563.1989393879899,563.1989393879899,-3.0924933585394236,-3.0924933585394236,-3.0924933585394236,-3.0924933585394236,-3.0924933585394236,-3.0924933585394236,0.0,0.0,0.0,560.1064460294505
91,2020-11-25,567.0353188565251,497.2857801182899,627.8869705548991,567.0353188565251,567.0353188565251,-4.448624500099554,-4.448624500099554,-4.448624500099554,-4.448624500099554,-4.448624500099554,-4.448624500099554,0.0,0.0,0.0,562.5866943564256
92,2020-11-27,574.7080777935957,502.64968587367844,635.356079319247,574.7080777935957,574.7080777935957,-4.196486984209963,-4.196486984209963,-4.196486984209963,-4.196486984209963,-4.196486984209963,-4.196486984209963,0.0,0.0,0.0,570.5115908093858
93,2020-11-30,586.2172161992016,510.6794992696017,649.7599468896705,586.2172161992016,586.2172161992016,-5.747141642331475,-5.747141642331475,-5.747141642331475,-5.747141642331475,-5.747141642331475,-5.747141642331475,0.0,0.0,0.0,580.4700745568701
94,2020-12-01,590.053595667737,519.1483244585716,656.8126869794457,590.053595667737,590.053595667737,-3.092493358530465,-3.092493358530465,-3.092493358530465,-3.092493358530465,-3.092493358530465,-3.092493358530465,0.0,0.0,0.0,586.9611023092066
95,2020-12-02,593.8899751362723,524.4350579216867,658.1913972806824,593.8899751362724,593.8899751362724,-4.448624500103233,-4.448624500103233,-4.448624500103233,-4.448624500103233,-4.448624500103233,-4.448624500103233,0.0,0.0,0.0,589.441350636169
96,2020-12-03,597.7263546048076,522.7014519191272,661.9212782529512,597.7263546048076,597.7263546048076,-4.546471507213888,-4.546471507213888,-4.546471507213888,-4.546471507213888,-4.546471507213888,-4.546471507213888,0.0,0.0,0.0,593.1798830975937
97,2020-12-04,601.5627341016383,529.9565947331505,663.6140227036256,601.5627341016383,601.5627341016383,-4.196486984246334,-4.196486984246334,-4.196486984246334,-4.196486984246334,-4.196486984246334,-4.196486984246334,0.0,0.0,0.0,597.3662471173919
98,2020-12-07,613.0718725921304,536.7972647199967,672.6660604539877,613.0718725921304,613.0718725921304,-5.7471416422885815,-5.7471416422885815,-5.7471416422885815,-5.7471416422885815,-5.7471416422885815,-5.7471416422885815,0.0,0.0,0.0,607.3247309498418
99,2020-12-08,616.9082520889609,550.4954435195051,681.8315024875658,616.9082520889609,616.9082520889609,-3.0924933585302377,-3.0924933585302377,-3.0924933585302377,-3.0924933585302377,-3.0924933585302377,-3.0924933585302377,0.0,0.0,0.0,613.8157587304307
100,2020-12-09,620.7446315857916,547.1315665977049,686.5939485872067,620.7446315857916,620.7446315857916,-4.448624500103078,-4.448624500103078,-4.448624500103078,-4.448624500103078,-4.448624500103078,-4.448624500103078,0.0,0.0,0.0,616.2960070856885
101,2020-12-10,624.5810110826224,546.3611393178493,690.2376439522068,624.5810110826224,624.5810110826224,-4.546471507190944,-4.546471507190944,-4.546471507190944,-4.546471507190944,-4.546471507190944,-4.546471507190944,0.0,0.0,0.0,620.0345395754314
102,2020-12-11,628.417390579453,559.7854276490244,686.865937776948,628.417390579453,628.417390579453,-4.196486984250161,-4.196486984250161,-4.196486984250161,-4.196486984250161,-4.196486984250161,-4.196486984250161,0.0,0.0,0.0,624.2209035952028
103,2020-12-14,639.926529069945,567.7452187128399,701.218733300469,639.926529069945,639.926529069945,-5.747141642310456,-5.747141642310456,-5.747141642310456,-5.747141642310456,-5.747141642310456,-5.747141642310456,0.0,0.0,0.0,634.1793874276345
104,2020-12-15,643.7629085667756,570.7248484060332,708.3109984490503,643.7629085667756,643.7629085667756,-3.0924933585454637,-3.0924933585454637,-3.0924933585454637,-3.0924933585454637,-3.0924933585454637,-3.0924933585454637,0.0,0.0,0.0,640.6704152082302
105,2020-12-16,647.5992881664536,573.7818583484814,713.3847213946606,647.5992881664536,647.5992881664536,-4.448624500102923,-4.448624500102923,-4.448624500102923,-4.448624500102923,-4.448624500102923,-4.448624500102923,0.0,0.0,0.0,643.1506636663506
106,2020-12-17,651.4356677661315,575.384581788262,717.2364397497195,651.4356677661315,651.4356677661315,-4.54647150719667,-4.54647150719667,-4.54647150719667,-4.54647150719667,-4.54647150719667,-4.54647150719667,0.0,0.0,0.0,646.8891962589348
107,2020-12-18,655.2720473658095,582.664237806578,718.8653975255755,655.2720473658095,655.2720473658095,-4.196486984221028,-4.196486984221028,-4.196486984221028,-4.196486984221028,-4.196486984221028,-4.196486984221028,0.0,0.0,0.0,651.0755603815885
