,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
108,2020-12-21,666.7811861648433,594.8695017521353,730.5751426972827,666.7811861648433,666.7811861648433,-5.747141642308931,-5.747141642308931,-5.747141642308931,-5.747141642308931,-5.747141642308931,-5.747141642308931,0.0,0.0,0.0,661.0340445225344
109,2020-12-22,670.6175657645213,598.1324865051045,735.5461708454557,670.6175657645213,670.6175657645213,-3.092493358545237,-3.092493358545237,-3.092493358545237,-3.092493358545237,-3.092493358545237,-3.092493358545237,0.0,0.0,0.0,667.5250724059761
110,2020-12-23,674.4539453641992,601.0949958451008,740.6918895897579,674.4539453641992,674.4539453641992,-4.448624500102771,-4.448624500102771,-4.448624500102771,-4.448624500102771,-4.448624500102771,-4.448624500102771,0.0,0.0,0.0,670.0053208640963
111,2020-12-24,678.2903249638771,604.7643657349994,742.0454943853192,678.2903249638771,678.2903249638771,-4.546471507191122,-4.546471507191122,-4.546471507191122,-4.546471507191122,-4.546471507191122,-4.546471507191122,0.0,0.0,0.0,673.743853456686
112,2020-12-28,693.6358433625887,621.7748461062696,756.9144314492999,693.6358433625887,693.6358433625887,-5.747141642319106,-5.747141642319106,-5.747141642319106,-5.747141642319106,-5.747141642319106,-5.747141642319106,0.0,0.0,0.0,687.8887017202696
113,2020-12-29,697.472222708114,626.0444008716776,764.4729808126187,697.472222708114,697.472222708114,-3.0924933585362786,-3.0924933585362786,-3.0924933585362786,-3.0924933585362786,-3.0924933585362786,-3.0924933585362786,0.0,0.0,0.0,694.3797293495777
114,2020-12-30,701.3086020536393,627.6098965581109,767.6389094843544,701.3086020536393,701.3086020536393,-4.448624500106448,-4.448624500106448,-4.448624500106448,-4.448624500106448,-4.448624500106448,-4.448624500106448,0.0,0.0,0.0,696.8599775535329
115,2020-12-31,705.1449813991646,630.7972618976288,771.9435397099895,705.1449813991646,705.1449813991646,-4.546471507190721,-4.546471507190721,-4.546471507190721,-4.546471507190721,-4.546471507190721,-4.546471507190721,0.0,0.0,0.0,700.5985098919739
116,2021-01-04,720.4904987812657,643.011583788465,782.8174233625515,720.4904987812657,720.4904987812657,-5.747141642329281,-5.747141642329281,-5.747141642329281,-5.747141642329281,-5.747141642329281,-5.747141642329281,0.0,0.0,0.0,714.7433571389364
117,2021-01-05,724.326878126791,660.5640183762465,790.8033964013439,724.326878126791,724.326878126791,-3.092493358536053,-3.092493358536053,-3.092493358536053,-3.092493358536053,-3.092493358536053,-3.092493358536053,0.0,0.0,0.0,721.2343847682549
118,2021-01-06,728.1632574723163,655.2741476885354,785.5412149342775,728.1632574723162,728.1632574723162,-4.448624500098506,-4.448624500098506,-4.448624500098506,-4.448624500098506,-4.448624500098506,-4.448624500098506,0.0,0.0,0.0,723.7146329722178
119,2021-01-07,731.9996368178416,662.5718037718083,799.0440263152205,731.9996368178416,731.9996368178416,-4.546471507185175,-4.546471507185175,-4.546471507185175,-4.546471507185175,-4.546471507185175,-4.546471507185175,0.0,0.0,0.0,727.4531653106565
120,2021-01-08,735.8360161633669,666.6565112608363,800.7858930039946,735.8360161633669,735.8360161633669,-4.196486984216026,-4.196486984216026,-4.196486984216026,-4.196486984216026,-4.196486984216026,-4.196486984216026,0.0,0.0,0.0,731.6395291791509
121,2021-01-11,743.5872257714298,666.1279153647218,806.2670166895414,743.5872257714298,743.5872257714298,-5.747141642298087,-5.747141642298087,-5.747141642298087,-5.747141642298087,-5.747141642298087,-5.747141642298087,0.0,0.0,0.0,737.8400841291317
122,2021-01-12,746.1709623074507,673.0283963210069,814.2742819443598,746.1709623074507,746.1709623074507,-3.0924933585358283,-3.0924933585358283,-3.0924933585358283,-3.0924933585358283,-3.0924933585358283,-3.0924933585358283,0.0,0.0,0.0,743.0784689489149
123,2021-01-13,748.7546988434716,673.1219728610331,810.2340027789608,748.7546988434716,748.7546988434716,-4.448624500102183,-4.448624500102183,-4.448624500102183,-4.448624500102183,-4.448624500102183,-4.448624500102183,0.0,0.0,0.0,744.3060743433695
124,2021-01-14,751.3384353794926,676.6102195505044,811.5826915786523,751.3384353794926,751.3384353794926,-4.5464715071908985,-4.5464715071908985,-4.5464715071908985,-4.5464715071908985,-4.5464715071908985,-4.5464715071908985,0.0,0.0,0.0,746.7919638723017
125,2021-01-15,753.9221719155134,676.9176852961639,814.3698433999276,753.9221719155134,753.9221719155134,-4.196486984203373,-4.196486984203373,-4.196486984203373,-4.196486984203373,-4.196486984203373,-4.196486984203373,0.0,0.0,0.0,749.7256849313101
126,2021-01-19,764.2571180595972,696.0698555985763,829.151097603941,764.2571180595972,764.2571180595972,-3.092493358526868,-3.092493358526868,-3.092493358526868,-3.092493358526868,-3.092493358526868,-3.092493358526868,0.0,0.0,0.0,761.1646247010704
127,2021-01-20,766.8408545956181,694.2949844925054,834.9330361129915,766.8408545956181,766.8408545956181,-4.448624500102031,-4.448624500102031,-4.448624500102031,-4.448624500102031,-4.448624500102031,-4.448624500102031,0.0,0.0,0.0,762.3922300955161
128,2021-01-21,769.4245911316391,697.6122950557581,836.6110657953209,769.4245911316391,769.4245911316391,-4.546471507196624,-4.546471507196624,-4.546471507196624,-4.546471507196624,-4.546471507196624,-4.546471507196624,0.0,0.0,0.0,764.8781196244424
129,2021-01-22,769.8023903226475,694.7023004989649,834.4169257620458,769.8023903226475,769.8023903226475,-4.196486984239748,-4.196486984239748,-4.196486984239748,-4.196486984239748,-4.196486984239748,-4.196486984239748,0.0,0.0,0.0,765.6059033384078
130,2021-01-25,770.935787895673,697.0649766421404,835.2172019867419,770.935787895673,770.935787895673,-5.747141642306736,-5.747141642306736,-5.747141642306736,-5.747141642306736,-5.747141642306736,-5.747141642306736,0.0,0.0,0.0,765.1886462533663
131,2021-01-26,771.3135870866814,698.5878678801722,832.11290456712,771.3135870866814,771.3135870866814,-3.092493358526643,-3.092493358526643,-3.092493358526643,-3.092493358526643,-3.092493358526643,-3.092493358526643,0.0,0.0,0.0,768.2210937281548
132,2021-01-27,771.69138627769,696.8142481239456,838.5375005703269,771.69138627769,771.69138627769,-4.4486245001017535,-4.4486245001017535,-4.4486245001017535,-4.4486245001017535,-4.4486245001017535,-4.4486245001017535,0.0,0.0,0.0,767.2427617775882
133,2021-01-28,772.0691854686984,692.2303291236595,835.1574378315628,772.0691854686984,772.0691854686984,-4.546471507202349,-4.546471507202349,-4.546471507202349,-4.546471507202349,-4.546471507202349,-4.546471507202349,0.0,0.0,0.0,767.522713961496
134,2021-01-29,772.4469846597069,699.1935671940015,841.4991807669189,772.4469846597069,772.4469846597069,-4.196486984243572,-4.196486984243572,-4.196486984243572,-4.196486984243572,-4.196486984243572,-4.196486984243572,0.0,0.0,0.0,768.2504976754633
135,2021-02-01,773.5803822327323,700.9007193229608,834.2462629109443,773.5803822327323,773.5803822327323,-5.747141642316913,-5.747141642316913,-5.747141642316913,-5.747141642316913,-5.747141642316913,-5.747141642316913,0.0,0.0,0.0,767.8332405904154
136,2021-02-02,773.9581814237407,701.5306060315704,838.8216369792498,773.9581814237407,773.9581814237407,-3.092493358541868,-3.092493358541868,-3.092493358541868,-3.092493358541868,-3.092493358541868,-3.092493358541868,0.0,0.0,0.0,770.8656880651988
137,2021-02-03,772.7677978283313,698.0954757258256,836.405024066503,772.7677978283313,772.7677978283313,-4.448624500097766,-4.448624500097766,-4.448624500097766,-4.448624500097766,-4.448624500097766,-4.448624500097766,0.0,0.0,0.0,768.3191733282334
138,2021-02-04,771.577414232922,700.3132488343803,832.3661283575658,771.577414232922,771.577414232922,-4.546471507196802,-4.546471507196802,-4.546471507196802,-4.546471507196802,-4.546471507196802,-4.546471507196802,0.0,0.0,0.0,767.0309427257253
139,2021-02-05,770.3870306375125,695.0129049619784,835.9048774798569,770.3870306375125,770.3870306375125,-4.196486984214442,-4.196486984214442,-4.196486984214442,-4.196486984214442,-4.196486984214442,-4.196486984214442,0.0,0.0,0.0,766.190543653298
140,2021-02-08,766.8158798512843,690.8930636068794,830.3580597900211,766.8158798512843,766.8158798512843,-5.747141642327088,-5.747141642327088,-5.747141642327088,-5.747141642327088,-5.747141642327088,-5.747141642327088,0.0,0.0,0.0,761.0687382089573
141,2021-02-09,765.6254962558747,692.055670098301,831.6894397888152,765.6254962558747,765.6254962558747,-3.092493358537275,-3.092493358537275,-3.092493358537275,-3.092493358537275,-3.092493358537275,-3.092493358537275,0.0,0.0,0.0,762.5330028973375
142,2021-02-10,764.4351126604655,693.6623648591933,827.0398948449059,764.4351126604655,764.4351126604655,-4.448624500101444,-4.448624500101444,-4.448624500101444,-4.448624500101444,-4.448624500101444,-4.448624500101444,0.0,0.0,0.0,759.986488160364
143,2021-02-11,763.244729065056,692.4273263818443,827.3698143581483,763.244729065056,763.244729065056,-4.5464715072137984,-4.5464715072137984,-4.5464715072137984,-4.5464715072137984,-4.5464715072137984,-4.5464715072137984,0.0,0.0,0.0,758.6982575578422
144,2021-02-12,762.0543454696466,690.6902413271118,822.7550641218575,762.0543454696466,762.0543454696466,-4.196486984218265,-4.196486984218265,-4.196486984218265,-4.196486984218265,-4.196486984218265,-4.196486984218265,0.0,0.0,0.0,757.8578584854283
145,2021-02-16,757.2927041085647,686.1651804610448,823.0347640736312,757.2927041085647,757.2927041085647,-3.092493358532683,-3.092493358532683,-3.092493358532683,-3.092493358532683,-3.092493358532683,-3.092493358532683,0.0,0.0,0.0,754.200210750032
146,2021-02-17,756.1022937682943,686.7079719293367,821.6545838452096,756.1022937682943,756.1022937682943,-4.448624500105122,-4.448624500105122,-4.448624500105122,-4.448624500105122,-4.448624500105122,-4.448624500105122,0.0,0.0,0.0,751.6536692681892
147,2021-02-18,754.9118834280238,679.6749784977443,819.3448487526796,754.9118834280238,754.9118834280238,-4.546471507190854,-4.546471507190854,-4.546471507190854,-4.546471507190854,-4.546471507190854,-4.546471507190854,0.0,0.0,0.0,750.3654119208329
148,2021-02-19,753.7214730877533,674.8786460983457,818.3878966519641,753.7214730877533,753.7214730877533,-4.196486984205613,-4.196486984205613,-4.196486984205613,-4.196486984205613,-4.196486984205613,-4.196486984205613,0.0,0.0,0.0,749.5249861035477
149,2021-02-22,750.1502420669419,676.6776660382932,814.056703134896,750.1502420669419,750.1502420669419,-5.747141642347437,-5.747141642347437,-5.747141642347437,-5.747141642347437,-5.747141642347437,-5.747141642347437,0.0,0.0,0.0,744.4031004245945
150,2021-02-23,748.9598317266715,680.3920166575807,813.8996863751835,748.9598317266715,748.9598317266715,-3.092493358552275,-3.092493358552275,-3.092493358552275,-3.092493358552275,-3.092493358552275,-3.092493358552275,0.0,0.0,0.0,745.8673383681192
151,2021-02-24,747.769421386401,671.3344827392602,817.8297554460274,747.769421386401,747.769421386401,-4.448624500101135,-4.448624500101135,-4.448624500101135,-4.448624500101135,-4.448624500101135,-4.448624500101135,0.0,0.0,0.0,743.3207968862998
152,2021-02-25,746.5790110461305,673.8389961694253,810.4506799988609,746.5790110461305,746.5790110461305,-4.546471507196578,-4.546471507196578,-4.546471507196578,-4.546471507196578,-4.546471507196578,-4.546471507196578,0.0,0.0,0.0,742.032539538934
153,2021-02-26,745.3886007089287,676.49400670952,808.9934361752834,745.3886007089287,745.3886007089287,-4.19648698419296,-4.19648698419296,-4.19648698419296,-4.19648698419296,-4.19648698419296,-4.19648698419296,0.0,0.0,0.0,741.1921137247358
154,2021-03-01,741.817369697323,674.1705634905059,808.7954577257518,741.817369697323,741.817369697323,-5.747141642304542,-5.747141642304542,-5.747141642304542,-5.747141642304542,-5.747141642304542,-5.747141642304542,0.0,0.0,0.0,736.0702280550184
155,2021-03-02,740.6269593601211,669.9637038146764,807.2440404255917,740.6269593601211,740.6269593601211,-3.092493358547683,-3.092493358547683,-3.092493358547683,-3.092493358547683,-3.092493358547683,-3.092493358547683,0.0,0.0,0.0,737.5344660015734
156,2021-03-03,739.4365490229192,665.2973012885866,801.323025369045,739.4365490229192,739.4365490229192,-4.448624500104814,-4.448624500104814,-4.448624500104814,-4.448624500104814,-4.448624500104814,-4.448624500104814,0.0,0.0,0.0,734.9879245228143
157,2021-03-04,738.2461386857173,668.516999831719,800.3390710317755,738.2461386857173,738.2461386857173,-4.546471507191033,-4.546471507191033,-4.546471507191033,-4.546471507191033,-4.546471507191033,-4.546471507191033,0.0,0.0,0.0,733.6996671785262
158,2021-03-05,737.0557283485155,658.8421026775459,803.3525125807565,737.0557283485155,737.0557283485155,-4.196486984229334,-4.196486984229334,-4.196486984229334,-4.196486984229334,-4.196486984229334,-4.196486984229334,0.0,0.0,0.0,732.8592413642862
159,2021-03-08,733.4844973369097,660.0921732187145,797.909822265665,733.4844973369097,733.4844973369097,-5.747141642314717,-5.747141642314717,-5.747141642314717,-5.747141642314717,-5.747141642314717,-5.747141642314717,0.0,0.0,0.0,727.737355694595
160,2021-03-09,732.2940869997079,657.2124962856702,795.4657122527776,732.2940869997079,732.2940869997079,-3.0924933585430905,-3.0924933585430905,-3.0924933585430905,-3.0924933585430905,-3.0924933585430905,-3.0924933585430905,0.0,0.0,0.0,729.2015936411649
161,2021-03-10,731.1038160584436,661.2165734880646,790.5138120903807,731.1038160584436,731.1038160584436,-4.4486245001046605,-4.4486245001046605,-4.4486245001046605,-4.4486245001046605,-4.4486245001046605,-4.4486245001046605,0.0,0.0,0.0,726.655191558339
162,2021-03-11,729.9135451171792,657.3249970192144,789.5930770239152,729.9135451171792,729.9135451171792,-4.546471507208029,-4.546471507208029,-4.546471507208029,-4.546471507208029,-4.546471507208029,-4.546471507208029,0.0,0.0,0.0,725.3670736099712
163,2021-03-12,728.7232741759149,658.2116100217875,796.8082815518679,728.7232741759149,728.7232741759149,-4.196486984233159,-4.196486984233159,-4.196486984233159,-4.196486984233159,-4.196486984233159,-4.196486984233159,0.0,0.0,0.0,724.5267871916817
164,2021-03-15,725.1524613521218,651.7203597971145,789.0403400417051,725.1524613521217,725.1524613521217,-5.747141642324892,-5.747141642324892,-5.747141642324892,-5.747141642324892,-5.747141642324892,-5.747141642324892,0.0,0.0,0.0,719.4053197097969
165,2021-03-16,723.9621904108575,650.7487627073693,787.925885146217,723.9621904108575,723.9621904108575,-3.0924933585384977,-3.0924933585384977,-3.0924933585384977,-3.0924933585384977,-3.0924933585384977,-3.0924933585384977,0.0,0.0,0.0,720.869697052319
166,2021-03-17,722.7719194695932,646.6987256074783,784.8831987119684,722.7719194695932,722.7719194695932,-4.448624500100551,-4.448624500100551,-4.448624500100551,-4.448624500100551,-4.448624500100551,-4.448624500100551,0.0,0.0,0.0,718.3232949694926
167,2021-03-18,721.5816485283289,648.4325916999272,790.232792008008,721.5816485283289,721.5816485283289,-4.546471507202482,-4.546471507202482,-4.546471507202482,-4.546471507202482,-4.546471507202482,-4.546471507202482,0.0,0.0,0.0,717.0351770211264
168,2021-03-19,720.3913775870645,649.1239032919315,784.976029566893,720.3913775870645,720.3913775870645,-4.196486984220506,-4.196486984220506,-4.196486984220506,-4.196486984220506,-4.196486984220506,-4.196486984220506,0.0,0.0,0.0,716.194890602844
169,2021-03-22,716.8288446759749,642.324598374769,779.4946823092263,716.8288446759749,716.8288446759749,-5.7471416422936965,-5.7471416422936965,-5.7471416422936965,-5.7471416422936965,-5.7471416422936965,-5.7471416422936965,0.0,0.0,0.0,711.0817030336812
170,2021-03-23,715.6413337056116,639.9801167554926,782.427423898893,715.6413337056116,715.6413337056116,-3.0924933585382717,-3.0924933585382717,-3.0924933585382717,-3.0924933585382717,-3.0924933585382717,-3.0924933585382717,0.0,0.0,0.0,712.5488403470733
171,2021-03-24,714.4538227352484,641.2543054153623,775.4207082788231,714.4538227352484,714.4538227352484,-4.4486245001003955,-4.4486245001003955,-4.4486245001003955,-4.4486245001003955,-4.4486245001003955,-4.4486245001003955,0.0,0.0,0.0,710.005198235148
172,2021-03-25,713.2663117648851,639.4420904288008,777.10675185609,713.2663117648851,713.2663117648851,-4.5464715071969355,-4.5464715071969355,-4.5464715071969355,-4.5464715071969355,-4.5464715071969355,-4.5464715071969355,0.0,0.0,0.0,708.7198402576882
173,2021-03-26,712.0788007945221,644.0430287093482,776.1944579639279,712.0788007945221,712.0788007945221,-4.196486984207853,-4.196486984207853,-4.196486984207853,-4.196486984207853,-4.196486984207853,-4.196486984207853,0.0,0.0,0.0,707.8823138103143
174,2021-03-29,708.5162678834324,635.2507492808467,765.8603762979219,708.5162678834324,708.5162678834324,-5.747141642292172,-5.747141642292172,-5.747141642292172,-5.747141642292172,-5.747141642292172,-5.747141642292172,0.0,0.0,0.0,702.7691262411403
175,2021-03-30,707.3287569130692,633.2542813109534,776.6027717471602,707.3287569130692,707.3287569130692,-3.092493358529313,-3.092493358529313,-3.092493358529313,-3.092493358529313,-3.092493358529313,-3.092493358529313,0.0,0.0,0.0,704.23626355454
176,2021-03-31,706.141245942706,634.9119935240092,775.0091980044173,706.141245942706,706.141245942706,-4.448624500104074,-4.448624500104074,-4.448624500104074,-4.448624500104074,-4.448624500104074,-4.448624500104074,0.0,0.0,0.0,701.6926214426019
177,2021-04-01,705.0209268115768,632.5315953005223,767.1870798572888,705.0209268115768,705.0209268115768,-4.546471507213932,-4.546471507213932,-4.546471507213932,-4.546471507213932,-4.546471507213932,-4.546471507213932,0.0,0.0,0.0,700.4744553043629
178,2021-04-05,700.5396502870599,624.840615085018,764.9426095805015,700.5396502870599,700.5396502870599,-5.747141642314047,-5.747141642314047,-5.747141642314047,-5.747141642314047,-5.747141642314047,-5.747141642314047,0.0,0.0,0.0,694.7925086447458
179,2021-04-06,699.4193311559308,630.8423438371784,765.7489363620248,699.4193311559308,699.4193311559308,-3.092493358529087,-3.092493358529087,-3.092493358529087,-3.092493358529087,-3.092493358529087,-3.092493358529087,0.0,0.0,0.0,696.3268377974017
180,2021-04-07,698.2990120248015,627.2787254612508,760.0252128988488,698.2990120248015,698.2990120248015,-4.44862450010392,-4.44862450010392,-4.44862450010392,-4.44862450010392,-4.44862450010392,-4.44862450010392,0.0,0.0,0.0,693.8503875246976
181,2021-04-08,697.1786928936724,625.2342874193452,761.2350781158331,697.1786928936724,697.1786928936724,-4.546471507190988,-4.546471507190988,-4.546471507190988,-4.546471507190988,-4.546471507190988,-4.546471507190988,0.0,0.0,0.0,692.6322213864814
182,2021-04-09,696.0583737625433,622.8734024797479,757.9844280495397,696.0583737625433,696.0583737625433,-4.19648698424805,-4.19648698424805,-4.19648698424805,-4.19648698424805,-4.19648698424805,-4.19648698424805,0.0,0.0,0.0,691.8618867782952
183,2021-04-12,692.6974163691556,615.3491659950918,754.7730431532167,692.6974163691557,692.6974163691557,-5.7471416423125214,-5.7471416423125214,-5.7471416423125214,-5.7471416423125214,-5.7471416423125214,-5.7471416423125214,0.0,0.0,0.0,686.9502747268431
184,2021-04-13,691.5770972380265,621.3563133512985,760.1041618233858,691.5770972380265,691.5770972380265,-3.092493358544313,-3.092493358544313,-3.092493358544313,-3.092493358544313,-3.092493358544313,-3.092493358544313,0.0,0.0,0.0,688.4846038794822
185,2021-04-14,690.4572715783638,618.075796496827,753.5761850564161,690.4572715783638,690.4572715783638,-4.448624500103765,-4.448624500103765,-4.448624500103765,-4.448624500103765,-4.448624500103765,-4.448624500103765,0.0,0.0,0.0,686.0086470782601
186,2021-04-15,689.3374459187015,618.977236743736,752.2806286783976,689.3374459187015,689.3374459187015,-4.546471507196712,-4.546471507196712,-4.546471507196712,-4.546471507196712,-4.546471507196712,-4.546471507196712,0.0,0.0,0.0,684.7909744115049
187,2021-04-16,688.2176202590391,612.6395340044439,750.7759621984229,688.217620259039,688.217620259039,-4.196486984218921,-4.196486984218921,-4.196486984218921,-4.196486984218921,-4.196486984218921,-4.196486984218921,0.0,0.0,0.0,684.0211332748202
188,2021-04-19,684.8581432800518,608.6060268676212,744.3028686278747,684.8581432800518,684.8581432800518,-5.747141642310997,-5.747141642310997,-5.747141642310997,-5.747141642310997,-5.747141642310997,-5.747141642310997,0.0,0.0,0.0,679.1110016377407
189,2021-04-20,683.7383176203894,605.9844038575474,751.3233215470027,683.7383176203894,683.7383176203894,-3.0924933585397203,-3.0924933585397203,-3.0924933585397203,-3.0924933585397203,-3.0924933585397203,-3.0924933585397203,0.0,0.0,0.0,680.6458242618496
190,2021-04-21,682.618491960727,606.6393933326575,745.667748748996,682.618491960727,682.618491960727,-4.4486245001036115,-4.4486245001036115,-4.4486245001036115,-4.4486245001036115,-4.4486245001036115,-4.4486245001036115,0.0,0.0,0.0,678.1698674606234
191,2021-04-22,681.4986663010645,604.7072355020468,744.2503157108225,681.4986663010645,681.4986663010645,-4.546471507202437,-4.546471507202437,-4.546471507202437,-4.546471507202437,-4.546471507202437,-4.546471507202437,0.0,0.0,0.0,676.9521947938621
192,2021-04-23,680.378840641402,609.2775144449298,747.9518556823652,680.378840641402,680.378840641402,-4.196486984222745,-4.196486984222745,-4.196486984222745,-4.196486984222745,-4.196486984222745,-4.196486984222745,0.0,0.0,0.0,676.1823536571793
193,2021-04-26,677.0196426158201,601.4155798387443,736.2228788345974,677.0196426158201,677.0196426158201,-5.747141642321172,-5.747141642321172,-5.747141642321172,-5.747141642321172,-5.747141642321172,-5.747141642321172,0.0,0.0,0.0,671.272500973499
194,2021-04-27,675.8999099406261,604.0850427579414,741.8203457694667,675.8999099406261,675.8999099406261,-3.0924933585351284,-3.0924933585351284,-3.0924933585351284,-3.0924933585351284,-3.0924933585351284,-3.0924933585351284,0.0,0.0,0.0,672.807416582091
195,2021-04-28,674.7801772654323,601.1855481180492,736.3184546511037,674.7801772654323,674.7801772654323,-4.448624500107291,-4.448624500107291,-4.448624500107291,-4.448624500107291,-4.448624500107291,-4.448624500107291,0.0,0.0,0.0,670.331552765325
196,2021-04-29,673.6604445902382,600.548295910098,740.9605370501506,673.6604445902382,673.6604445902382,-4.546471507190764,-4.546471507190764,-4.546471507190764,-4.546471507190764,-4.546471507190764,-4.546471507190764,0.0,0.0,0.0,669.1139730830474
197,2021-04-30,672.5407119150442,599.3800239428224,737.2727384687361,672.5407119150442,672.5407119150442,-4.19648698422657,-4.19648698422657,-4.19648698422657,-4.19648698422657,-4.19648698422657,-4.19648698422657,0.0,0.0,0.0,668.3442249308176
198,2021-05-03,669.1815138894624,593.2376532911092,732.8627735000068,669.1815138894624,669.1815138894624,-5.747141642331347,-5.747141642331347,-5.747141642331347,-5.747141642331347,-5.747141642331347,-5.747141642331347,0.0,0.0,0.0,663.434372247131
199,2021-05-04,668.0617812142684,590.9354748339537,731.821945907092,668.0617812142684,668.0617812142684,-3.092493358534902,-3.092493358534902,-3.092493358534902,-3.092493358534902,-3.092493358534902,-3.092493358534902,0.0,0.0,0.0,664.9692878557336
200,2021-05-05,666.9420485390743,593.4074164267217,732.3756951573018,666.9420485390744,666.9420485390744,-4.448624500099348,-4.448624500099348,-4.448624500099348,-4.448624500099348,-4.448624500099348,-4.448624500099348,0.0,0.0,0.0,662.493424038975
201,2021-05-06,666.2325023738082,593.1175329100943,735.364178708386,666.2325023738082,666.2325023738082,-4.546471507185217,-4.546471507185217,-4.546471507185217,-4.546471507185217,-4.546471507185217,-4.546471507185217,0.0,0.0,0.0,661.686030866623
202,2021-05-07,665.5229562085419,590.7357171112935,730.093891318337,665.5229562085419,665.5229562085419,-4.196486984197439,-4.196486984197439,-4.196486984197439,-4.196486984197439,-4.196486984197439,-4.196486984197439,0.0,0.0,0.0,661.3264692243445
203,2021-05-10,663.3943177127433,586.374771206461,720.0971142322938,663.3943177127433,663.3943177127433,-5.747141642300154,-5.747141642300154,-5.747141642300154,-5.747141642300154,-5.747141642300154,-5.747141642300154,0.0,0.0,0.0,657.6471760704432
204,2021-05-11,662.684771547477,588.9474340625309,727.6988676401587,662.684771547477,662.684771547477,-3.092493358534676,-3.092493358534676,-3.092493358534676,-3.092493358534676,-3.092493358534676,-3.092493358534676,0.0,0.0,0.0,659.5922781889424
205,2021-05-12,661.9752253822107,590.3691712863307,728.1902506779991,661.9752253822107,661.9752253822107,-4.448624500103026,-4.448624500103026,-4.448624500103026,-4.448624500103026,-4.448624500103026,-4.448624500103026,0.0,0.0,0.0,657.5266008821077
206,2021-05-13,661.2656792169445,586.8057724070887,722.5049861037637,661.2656792169445,661.2656792169445,-4.546471507190942,-4.546471507190942,-4.546471507190942,-4.546471507190942,-4.546471507190942,-4.546471507190942,0.0,0.0,0.0,656.7192077097535
207,2021-05-14,660.5561330516783,587.6967913293654,725.6360662909964,660.5561330516783,660.5561330516783,-4.196486984201264,-4.196486984201264,-4.196486984201264,-4.196486984201264,-4.196486984201264,-4.196486984201264,0.0,0.0,0.0,656.3596460674771
208,2021-05-17,658.4274945558797,584.220736129574,724.7978056607033,658.4274945558797,658.4274945558797,-5.747141642298629,-5.747141642298629,-5.747141642298629,-5.747141642298629,-5.747141642298629,-5.747141642298629,0.0,0.0,0.0,652.680352913581
209,2021-05-18,657.7179483906134,584.8914104312182,723.590534203685,657.7179483906134,657.7179483906134,-3.092493358525717,-3.092493358525717,-3.092493358525717,-3.092493358525717,-3.092493358525717,-3.092493358525717,0.0,0.0,0.0,654.6254550320876
210,2021-05-19,657.008402225347,588.374889037137,718.1083125788908,657.008402225347,657.008402225347,-4.448624500102872,-4.448624500102872,-4.448624500102872,-4.448624500102872,-4.448624500102872,-4.448624500102872,0.0,0.0,0.0,652.5597777252442
211,2021-05-20,656.2988560600808,582.8011979125124,711.937785519047,656.2988560600808,656.2988560600808,-4.546471507196666,-4.546471507196666,-4.546471507196666,-4.546471507196666,-4.546471507196666,-4.546471507196666,0.0,0.0,0.0,651.7523845528841
212,2021-05-21,655.5893098948146,586.1795160681075,719.1225586363759,655.5893098948146,655.5893098948146,-4.196486984237638,-4.196486984237638,-4.196486984237638,-4.196486984237638,-4.196486984237638,-4.196486984237638,0.0,0.0,0.0,651.392822910577
213,2021-05-24,653.4606713990158,578.029471462082,718.8837962567271,653.4606713990158,653.4606713990158,-5.7471416423205035,-5.7471416423205035,-5.7471416423205035,-5.7471416423205035,-5.7471416423205035,-5.7471416423205035,0.0,0.0,0.0,647.7135297566954
214,2021-05-25,652.7511252337497,585.3167581316491,713.9594906451092,652.7511252337497,652.7511252337497,-3.0924933585254926,-3.0924933585254926,-3.0924933585254926,-3.0924933585254926,-3.0924933585254926,-3.0924933585254926,0.0,0.0,0.0,649.6586318752242
215,2021-05-26,652.0415790684834,582.640331825741,718.0799785821137,652.0415790684834,652.0415790684834,-4.448624500098763,-4.448624500098763,-4.448624500098763,-4.448624500098763,-4.448624500098763,-4.448624500098763,0.0,0.0,0.0,647.5929545683847
216,2021-05-27,651.3320329032172,573.2189806211136,719.2175167922409,651.3320329032172,651.3320329032172,-4.546471507202392,-4.546471507202392,-4.546471507202392,-4.546471507202392,-4.546471507202392,-4.546471507202392,0.0,0.0,0.0,646.7855613960148
217,2021-05-28,650.622486737951,579.1357542346327,714.3591130301794,650.622486737951,650.622486737951,-4.196486984241463,-4.196486984241463,-4.196486984241463,-4.196486984241463,-4.196486984241463,-4.196486984241463,0.0,0.0,0.0,646.4259997537096
218,2021-06-01,647.784302076886,574.4058232503043,714.2403855891566,647.784302076886,647.784302076886,-3.0924933585407173,-3.0924933585407173,-3.0924933585407173,-3.0924933585407173,-3.0924933585407173,-3.0924933585407173,0.0,0.0,0.0,644.6918087183452
219,2021-06-02,647.0747559116198,578.9431411465625,711.9517510896462,647.0747559116198,647.0747559116198,-4.448624500098608,-4.448624500098608,-4.448624500098608,-4.448624500098608,-4.448624500098608,-4.448624500098608,0.0,0.0,0.0,642.6261314115212
